House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
36,Ali Crescent,Reece,Adams,49,Head,Single,Male,"Engineer, maintenance (IT)",None,Christian
37,Ali Crescent,Olivia,Lambert,22,Head,Married,Female,University Student,None,Christian
37,Ali Crescent,Robin,Lambert,24,Husband,Married,Male,Architect,None,Christian
38,Ali Crescent,Trevor,Bishop,44,Head,Single,Male,Air cabin crew,None,Christian
38,Ali Crescent,Grace,Thorpe,45,Partner,Single,Female,Bonds trader,None,No Religion
39,Ali Crescent,Margaret,Gregory,45,Head,Single,Female,Forensic psychologist,None,Christian
39,Ali Crescent,Lawrence,Russell,47,Partner,Single,Male,Radiation protection practitioner,None,No Religion
39,Ali Crescent,Marion,Gregory,25,Daughter,Divorced,Female,Waste management officer,None,No Religion
39,Ali Crescent,Terry,Gregory,16,Son,NA,Male,Student,None,Christian
40,Ali Crescent,Maureen,Hall,53,Head,Married,Female,Musician,None,Christian
40,Ali Crescent,Tony,Hall,54,Husband,Married,Male,Editorial assistant,None,Christian
40,Ali Crescent,Victoria,Hall,32,Daughter,Single,Female,"Producer, television/film/video",None,No Religion
41,Ali Crescent,Martyn,Sharp,62,Head,Divorced,Male,Emergency planning/management officer,None,No Religion
41,Ali Crescent,Lynne,Roberts,15,Granddaughter,NA,Female,Student,None,NA
42,Ali Crescent,Olivia,Sims,40,Head,Single,Female,"Administrator, local government",None,No Religion
42,Ali Crescent,Darren,Kelly,18,Son,Divorced,Male,Student,None,No Religion
42,Ali Crescent,Judith,Kelly,15,Daughter,NA,Female,Student,None,NA
43,Ali Crescent,Sophie,Davies,81,Head,Married,Female,Retired Tax adviser,None,Christian
43,Ali Crescent,Richard,Davies,88,Husband,Married,Male,Retired Cartographer,None,No Religion
44,Ali Crescent,Clare,Hussain,26,Head,Married,Female,Music therapist,Bruised Leg,Christian
44,Ali Crescent,Stewart,Hussain,32,Husband,Married,Male,Psychiatrist,None,Christian
44,Ali Crescent,Oliver,Hussain,9,Son,NA,Male,Student,None,No Religion
44,Ali Crescent,Marian,Hussain,6,Daughter,NA,Female,Student,None,Christian
1,Brightwaterbranch Street,Kayleigh,Frost,20,Head,Single,Female,University Student,None,No Religion
1,Brightwaterbranch Street,Marie,Whitehouse,62,None,Single,Female,"Librarian, academic",None,Christian
1,Brightwaterbranch Street,Gillian,Lucas,41,None,Single,Female,Graphic designer,None,Christian
1,Brightwaterbranch Street,Jay,Phillips,54,None,Single,Male,Unemployed,None,Christian
2,Brightwaterbranch Street,Benjamin,Burton,54,Head,Single,Male,Fisheries officer,None,Christian
3,Brightwaterbranch Street,Dale,Williams,49,Head,Married,Male,Chiropractor,None,Christian
3,Brightwaterbranch Street,Sandra,Williams,51,Wife,Married,Female,"Engineer, production",Physical Disability,Christian
3,Brightwaterbranch Street,Vincent,Williams,20,Son,Single,Male,University Student,Bruised Leg,No Religion
3,Brightwaterbranch Street,Martin,Williams,5,Son,NA,Male,Student,None,Christian
4,Brightwaterbranch Street,Charlie,Taylor,50,Head,Divorced,Male,Analytical chemist,None,Christian
5,Brightwaterbranch Street,Clive,Owens,46,Head,Married,Male,Exercise physiologist,None,Christian
5,Brightwaterbranch Street,Susan,Owens,45,Wife,Married,Female,Marketing executive,None,Christian
5,Brightwaterbranch Street,Jessica,Owens,12,Daughter,NA,Female,Student,None,Christian
5,Brightwaterbranch Street,Steven,Owens,12,Son,NA,Male,Student,None,Christian
6,Brightwaterbranch Street,Paula,Carter,50,Head,Single,Female,"Journalist, magazine",None,Christian
6,Brightwaterbranch Street,Keith,Miah,51,Partner,Single,Male,Community pharmacist,None,Christian
6,Brightwaterbranch Street,Sian,Carter,18,Daughter,Single,Female,Student,None,Christian
6,Brightwaterbranch Street,Eric,Carter,14,Son,NA,Male,Student,None,Christian
7,Brightwaterbranch Street,Geraldine,Higgins,46,Head,Married,Female,"Programmer, applications",None,Christian
7,Brightwaterbranch Street,Leigh,Higgins,42,Husband,Married,Male,Hydrogeologist,None,Christian
7,Brightwaterbranch Street,Allan,Higgins,20,Son,Single,Male,University Student,None,Christian
7,Brightwaterbranch Street,Bethan,Higgins,0,Daughter,NA,Female,Child,None,Christian
8,Brightwaterbranch Street,Nicola,Buckley,40,Head,Married,Female,Ship broker,None,Christian
8,Brightwaterbranch Street,Terence,Buckley,41,Husband,Married,Male,Pension scheme manager,None,Christian
8,Brightwaterbranch Street,Mohammad,Buckley,49,Cousin,Single,Male,Product/process development scientist,None,Christian
8,Brightwaterbranch Street,Brian,Evans,55,Cousin,Single,Male,Health physicist,None,No Religion
9,Brightwaterbranch Street,Hugh,James,52,Head,Single,Male,"Engineer, civil (contracting)",None,Christian
10,Brightwaterbranch Street,Pauline,Hill,28,Head,Married,Female,Film/video editor,None,No Religion
10,Brightwaterbranch Street,Charlie,Hill,30,Husband,Married,Male,"Conservator, furniture",None,No Religion
10,Brightwaterbranch Street,Harriet,Fox,46,Lodger,Single,Female,Unemployed,None,Christian
10,Brightwaterbranch Street,Patrick,Coates,28,Sibling,Single,Male,Unemployed,None,No Religion
10,Brightwaterbranch Street,Melanie,Booth,35,Lodger,Widowed,Female,Unemployed,None,No Religion
10,Brightwaterbranch Street,Kimberley,Lee,26,Lodger,Single,Female,"Presenter, broadcasting",None,Christian
11,Brightwaterbranch Street,Amanda,Patel,77,Head,Married,Female,"Retired Engineer, civil (contracting)",None,Christian
11,Brightwaterbranch Street,Joseph,Patel,82,Husband,Married,Male,Retired Tour manager,None,Christian
11,Brightwaterbranch Street,Jade,Patel,49,Daughter,Single,Female,Civil Service administrator,None,Christian
11,Brightwaterbranch Street,Dawn,Patel,48,Daughter,Divorced,Female,Restaurant manager,None,No Religion
12,Brightwaterbranch Street,Olivia,Parsons,33,Head,Married,Female,Estate agent,None,Christian
12,Brightwaterbranch Street,Ross,Parsons,34,Husband,Married,Male,Press photographer,None,Christian
12,Brightwaterbranch Street,Grace,Parsons,8,Daughter,NA,Female,Student,None,Christian
12,Brightwaterbranch Street,Douglas,Parsons,4,Son,NA,Male,Child,None,Christian
13,Brightwaterbranch Street,Joanna,Higgins,29,Head,Married,Female,Marine scientist,None,No Religion
13,Brightwaterbranch Street,Gerald,Higgins,31,Husband,Married,Male,"Therapist, art",None,No Religion
13,Brightwaterbranch Street,Bryan,Higgins,5,Son,NA,Male,Student,None,No Religion
13,Brightwaterbranch Street,Aaron,Johnston,42,Lodger,Single,Male,Senior tax professional/tax inspector,None,No Religion
14,Brightwaterbranch Street,Karl,Williams,83,Head,Married,Male,Retired Training and development officer,None,No Religion
14,Brightwaterbranch Street,Clare,Williams,81,Wife,Married,Female,Unemployed,None,No Religion
15,Brightwaterbranch Street,Frank,Kelly,80,Head,Widowed,Male,Retired Insurance claims handler,None,No Religion
16,Brightwaterbranch Street,Russell,Watkins,75,Head,Married,Male,Retired Advertising art director,None,Christian
16,Brightwaterbranch Street,Melissa,Watkins,73,Wife,Married,Female,Retired Industrial/product designer,None,Christian
17,Brightwaterbranch Street,Megan,Tucker,41,Head,Married,Female,Counselling psychologist,None,Christian
17,Brightwaterbranch Street,Glenn,Tucker,47,Husband,Married,Male,"Engineer, structural",None,Christian
17,Brightwaterbranch Street,Ashley,Tucker,4,Son,NA,Male,Child,None,Christian
17,Brightwaterbranch Street,Gavin,Tucker,1,Son,NA,Male,Child,None,No Religion
18,Brightwaterbranch Street,Ian,Iqbal,18,Head,Single,Male,University Student,None,No Religion
18,Brightwaterbranch Street,Brett,Taylor,22,None,Single,Male,University Student,None,Christian
18,Brightwaterbranch Street,Lindsey,Foster,19,None,Single,Female,University Student,None,
18,Brightwaterbranch Street,Jake,Schofield,18,None,Single,Male,University Student,None,Christian
19,Brightwaterbranch Street,Hazel,Williams,40,Head,Widowed,Female,Chartered accountant,None,No Religion
19,Brightwaterbranch Street,Brandon,Williams,8,Son,NA,Male,Student,None,NA
19,Brightwaterbranch Street,Deborah,Williams,8,Daughter,NA,Female,Student,None,NA
19,Brightwaterbranch Street,Christian,Williams,7,Son,NA,Male,Student,None,NA
20,Brightwaterbranch Street,Joyce,Walker,20,Head,Single,Female,University Student,None,No Religion
20,Brightwaterbranch Street,Amy,Parsons,36,None,Widowed,Female,Physiotherapist,None,Christian
20,Brightwaterbranch Street,Katie,Parkes,61,None,Single,Female,"Sound technician, broadcasting/film/video",None,Christian
20,Brightwaterbranch Street,Alison,Davis,41,None,Single,Female,Sports coach,None,No Religion
20,Brightwaterbranch Street,Gordon,Barnes,54,None,Single,Male,"Surveyor, quantity",None,Christian
20,Brightwaterbranch Street,Teresa,Evans,28,None,Single,Female,Field trials officer,None,Hindu
21,Brightwaterbranch Street,Aimee,Shah,73,Head,Married,Female,"Retired Surveyor, mining",None,Christian
21,Brightwaterbranch Street,Elliott,Shah,71,Husband,Married,Male,Retired Textile designer,None,Christian
21,Brightwaterbranch Street,Gerard,Shah,41,Son,Divorced,Male,Analytical chemist,None,No Religion
21,Brightwaterbranch Street,Patricia,Shah,40,Daughter,Single,Female,Waste management officer,None,Christian
21,Brightwaterbranch Street,Hollie,Shah,39,Daughter,Single,Female,Environmental manager,None,Christian
22,Brightwaterbranch Street,Janet,Robinson,45,Head,Divorced,Female,Exercise physiologist,None,Christian
22,Brightwaterbranch Street,Martyn,Robinson,14,Son,NA,Male,Student,None,NA
22,Brightwaterbranch Street,Terry,Robinson,13,Son,NA,Male,Student,None,NA
22,Brightwaterbranch Street,Molly,Robinson,6,Daughter,Single,Female,Student,Disabled,NA
23,Brightwaterbranch Street,Susan,Walker,54,Head,Married,Female,"Designer, industrial/product",None,No Religion
23,Brightwaterbranch Street,Max,Walker,54,Husband,Married,Male,Public relations account executive,None,No Religion
23,Brightwaterbranch Street,Lorraine,Walker,24,Daughter,Single,Female,Quarry manager,None,No Religion
23,Brightwaterbranch Street,Marion,Walker,19,Daughter,Single,Female,University Student,None,No Religion
23,Brightwaterbranch Street,Mary,Walker,18,Daughter,Single,Female,Student,None,No Religion
23,Brightwaterbranch Street,Clare,Walker,12,Daughter,NA,Female,Student,None,NA
24,Brightwaterbranch Street,Yvonne,Hope,50,Head,Single,Female,Unemployed,None,No Religion
24,Brightwaterbranch Street,Tracey,Hope,20,Daughter,Single,Female,Contracting civil engineer,None,No Religion
24,Brightwaterbranch Street,Karen,Hope,17,Daughter,NA,Female,Student,None,NA
24,Brightwaterbranch Street,Frederick,Hope,13,Son,NA,Male,Student,None,NA
24,Brightwaterbranch Street,Jean,Hope,11,Daughter,NA,Female,Student,None,NA
24,Brightwaterbranch Street,Henry,Hope,9,Son,NA,Male,Student,None,NA
25,Brightwaterbranch Street,Sian,Dixon,71,Head,Married,Female,"Retired Engineer, manufacturing",None,No Religion
25,Brightwaterbranch Street,Duncan,Dixon,76,Husband,Married,Male,Retired Special effects artist,None,No Religion
26,Brightwaterbranch Street,Joanna,Hewitt,38,Head,Married,Female,Optometrist,None,Christian
26,Brightwaterbranch Street,Julian,Hewitt,40,Husband,Married,Male,Financial trader,None,Christian
26,Brightwaterbranch Street,Natalie,Hewitt,11,Daughter,NA,Female,Student,None,No Religion
26,Brightwaterbranch Street,Peter,Hewitt,9,Son,NA,Male,Student,None,Christian
26,Brightwaterbranch Street,Oliver,Hewitt,8,Son,NA,Male,Student,None,Christian
26,Brightwaterbranch Street,Marie,Rowley-Hewitt,5,Daughter,NA,Female,Student,None,No Religion
27,Brightwaterbranch Street,Gillian,Hopkins,40,Head,Single,Female,Toxicologist,None,Christian
27,Brightwaterbranch Street,Stewart,King,36,None,Single,Male,Manufacturing engineer,None,Christian
27,Brightwaterbranch Street,Gail,Lowe,30,None,Single,Female,Location manager,None,Christian
27,Brightwaterbranch Street,Sylvia,Lane,39,None,Single,Female,"Solicitor, Scotland",None,Christian
28,Brightwaterbranch Street,Amy,Webb,43,Head,Married,Female,"Secretary, company",None,No Religion
28,Brightwaterbranch Street,Anthony,Webb,41,Husband,Married,Male,Forest/woodland manager,None,No Religion
28,Brightwaterbranch Street,Adrian,Webb,15,Son,NA,Male,Student,None,No Religion
28,Brightwaterbranch Street,Mitchell,Webb,11,Son,NA,Male,Student,None,No Religion
28,Brightwaterbranch Street,Gerald,Webb,5,Son,NA,Male,Student,None,No Religion
29,Brightwaterbranch Street,Kathleen,Franklin,40,Head,Married,Female,Health and safety inspector,None,No Religion
29,Brightwaterbranch Street,Terence,Franklin,44,Husband,Married,Male,Administrator,None,No Religion
29,Brightwaterbranch Street,Leanne,Franklin,2,Daughter,NA,Female,Child,None,No Religion
29,Brightwaterbranch Street,Zoe,Franklin,2,Daughter,NA,Female,Child,None,No Religion
30,Brightwaterbranch Street,Pamela,Hyde,55,Head,Married,Female,"Loss adjuster, chartered",None,Christian
30,Brightwaterbranch Street,Ronald,Hyde,55,Husband,Married,Male,"Teacher, English as a foreign language",None,Christian
30,Brightwaterbranch Street,Raymond,Hyde,17,Son,Married,Male,Student,None,NA
30,Brightwaterbranch Street,Debra,Hyde,14,Daughter,NA,Female,Student,None,NA
31,Brightwaterbranch Street,Francesca,Wallace,50,Head,Married,Female,Computer games developer,None,No Religion
31,Brightwaterbranch Street,Paul,Wallace,54,Husband,Married,Male,"Geneticist, molecular",None,No Religion
31,Brightwaterbranch Street,Anthony,Wallace,20,Son,Single,Male,University Student,None,No Religion
31,Brightwaterbranch Street,Mitchell,Wallace,20,Son,Single,Male,University Student,None,No Religion
31,Brightwaterbranch Street,Molly,Wallace,19,Daughter,Divorced,Female,University Student,None,No Religion
31,Brightwaterbranch Street,Angela,Wallace,16,Daughter,NA,Female,Student,None,No Religion
32,Brightwaterbranch Street,Paige,Mills,28,Head,Single,Female,Insurance account manager,None,No Religion
32,Brightwaterbranch Street,Clifford,Mills,30,Cousin,Single,Male,Engineering geologist,None,No Religion
33,Brightwaterbranch Street,Nicole,Burgess,54,Head,Single,Female,Claims inspector/assessor,None,Christian
33,Brightwaterbranch Street,Elaine,Hawkins-Burgess,11,Daughter,NA,Female,Student,None,NA
33,Brightwaterbranch Street,Kirsty,Hawkins-Burgess,3,Daughter,Single,Female,Child,None,NA
33,Brightwaterbranch Street,Damian,Hawkins-Burgess,0,Son,NA,Male,Child,None,NA
33,Brightwaterbranch Street,Eileen,Clarke,22,Lodger,Single,Female,University Student,None,No Religion
34,Brightwaterbranch Street,Rosemary,Woods-Barlow,47,Head,Married,Female,Training and development officer,None,No Religion
34,Brightwaterbranch Street,Elliot,Woods-Barlow,55,Husband,Married,Male,Unemployed,None,No Religion
34,Brightwaterbranch Street,Phillip,Martin,10,Step-Son,NA,Male,Student,None,NA
35,Brightwaterbranch Street,Stacey,Nicholson,26,Head,Single,Female,Publishing copy,None,Hindu
35,Brightwaterbranch Street,Joan,Nicholson,2,Daughter,Single,Female,Child,None,NA
35,Brightwaterbranch Street,Vincent,Nicholson,0,Son,NA,Male,Child,None,NA
35,Brightwaterbranch Street,Carly,Webb,31,Sibling,Single,Female,Learning mentor,None,No Religion
35,Brightwaterbranch Street,Ashley,Smith,34,Lodger,Single,Male,Transport planner,None,No Religion
35,Brightwaterbranch Street,Bryan,Pollard,21,Lodger,Widowed,Male,University Student,None,No Religion
36,Brightwaterbranch Street,Chelsea,O'Connor,50,Head,Married,Female,Government social research officer,None,Christian
36,Brightwaterbranch Street,Graeme,O'Connor,49,Husband,Married,Male,Data scientist,None,Christian
36,Brightwaterbranch Street,Graeme,O'Connor,29,Son,Single,Male,PhD Student,None,No Religion
36,Brightwaterbranch Street,Sean,O'Connor,27,Son,Single,Male,Unemployed,None,No Religion
36,Brightwaterbranch Street,Craig,O'Connor,7,Son,NA,Male,Student,None,No Religion
37,Brightwaterbranch Street,Katherine,Parkes,61,Head,Married,Female,"Surveyor, hydrographic",None,No Religion
37,Brightwaterbranch Street,Clive,Parkes,63,Husband,Married,Male,Environmental education officer,None,No Religion
37,Brightwaterbranch Street,Nicholas,Parkes,36,Son,Single,Male,Field trials officer,None,No Religion
37,Brightwaterbranch Street,Paula,Parkes,33,Daughter,Single,Female,Diagnostic radiographer,None,No Religion
38,Brightwaterbranch Street,Louise,Patel,62,Head,Married,Female,"Investment banker, corporate",None,Christian
38,Brightwaterbranch Street,Martin,Patel,62,Husband,Married,Male,"Editor, commissioning",None,Christian
38,Brightwaterbranch Street,Ross,Patel,42,Son,Single,Male,"Administrator, local government",None,No Religion
38,Brightwaterbranch Street,Nicole,Patel,42,Daughter,Divorced,Female,"Accountant, chartered",None,No Religion
39,Brightwaterbranch Street,Jade,Bates,85,Head,Widowed,Female,Retired Estate agent,None,No Religion
40,Brightwaterbranch Street,Stephanie,Evans,53,Head,Married,Female,Multimedia specialist,None,No Religion
40,Brightwaterbranch Street,Kyle,Evans,55,Husband,Married,Male,Unemployed,None,No Religion
40,Brightwaterbranch Street,Sandra,Evans,27,Daughter,Divorced,Female,Glass blower/designer,None,No Religion
40,Brightwaterbranch Street,Patricia,Evans,24,Daughter,Single,Female,Financial manager,None,No Religion
41,Brightwaterbranch Street,Valerie,Patel,27,Head,Married,Female,"Editor, commissioning",None,Christian
41,Brightwaterbranch Street,Neil,Patel,32,Husband,Married,Male,"Scientist, research (maths)",None,Christian
42,Brightwaterbranch Street,Dawn,Matthews,34,Head,Married,Female,"Radiographer, diagnostic",None,Christian
42,Brightwaterbranch Street,Mohammad,Matthews,40,Husband,Married,Male,Warehouse manager,None,Christian
42,Brightwaterbranch Street,Kelly,Matthews,8,Daughter,NA,Female,Student,None,Christian
42,Brightwaterbranch Street,Ashleigh,Simmons-Matthews,0,Daughter,NA,Female,Child,None,Christian
42,Brightwaterbranch Street,Kathryn,Ali,33,Sibling,Single,Female,"Lighting technician, broadcasting/film/video",None,No Religion
43,Brightwaterbranch Street,Nicola,Ahmed,69,Head,Single,Female,Retired Structural engineer,None,Christian
43,Brightwaterbranch Street,Natalie,Ahmed,18,Granddaughter,Single,Female,Student,None,Christian
43,Brightwaterbranch Street,Alan,Ahmed,15,Grandson,NA,Male,Student,None,NA
43,Brightwaterbranch Street,Christian,Ahmed,15,Grandson,NA,Male,Student,None,NA
44,Brightwaterbranch Street,Deborah,Wheeler,54,Head,Divorced,Female,Unemployed,None,Christian
